"GSM2552104"	"GSM2552105"	"GSM2552106"	"GSM2552107"	"GSM2552108"	"GSM2552109"	"GSM2552110"	"GSM2552111"	"GSM2552112"	"GSM2552113"	"GSM2552114"	"GSM2552115"	"GSM2552116"	"GSM2552117"	"GSM2552118"	"GSM2552119"	"GSM2552120"	"GSM2552121"	"GSM2552122"	"GSM2552123"	"GSM2552124"	"GSM2552125"	"GSM2552126"	"GSM2552127"	"GSM2552128"	"GSM2552129"	"GSM2552130"	"GSM2552131"	"GSM2552132"	"GSM2552133"	"GSM2552134"	"GSM2552135"	"GSM2552136"	"GSM2552137"	"GSM2552138"	"GSM2552139"	"GSM2552140"	"GSM2552141"	"GSM2552142"
"hsa_miR_4526"	1.329879	1.286933	1.86261	1.055238	1.41825	1.236683	0.8697622	1.1747	1.2898	1.043385	0.9855767	1.307626	2.057695	0.9304829	0.8005648	1.450782	1.355602	1.379063	1.675715	1.339396	1.553205	0.8800708	1.301687	1.025424	0.8377582	1.015092	1.633348	1.055254	0.9140534	0.4419072	1.418527	0.8902285	1.134938	0.93608	1.638763	2.183801	1.235089	1.207465	1.173878
"hsa_miR_4527"	1.071247	1.034159	1.053708	0.61856	0.9375776	0.8362005	0.9375776	1.125991	0.6969761	1.42094	1.001164	1.135955	0.9620451	0.7402659	0.902518	0.9620451	0.863917	0.5219001	0.7864763	0.8406881	1.190334	0.9952837	1.07836	0.7290125	1.153433	0.9516674	0.9946587	1.083133	0.5409935	1.288237	0.3937426	0.8902286	0.7687501	0.7886791	0.7939739	0.7850841	0.9173257	0.6692366	1.201757
"hsa_miR_4528"	0.762983	0.916499	1.488983	0.9855943	1.044624	0.7463458	0.7988819	0.5232549	0.8078454	1.040878	0.8106246	1.323648	1.149532	0.8236223	1.075827	0.5687993	0.8060465	1.028175	1.101308	0.5164527	0.9271172	1.12443	0.4755571	0.8078454	0.9165271	0.8242877	1.082239	0.5299469	1.33658	0.8278262	0.9049379	1.069397	0.916499	1.492903	0.8761584	0.7136171	1.109775	1.004755	0.9362988
"hsa_miR_4529_5p"	1.015075	0.769793	1.147166	0.7511381	1.179768	1.018818	0.5026681	0.9963876	0.8615906	1.254862	1.017284	1.062529	0.697679	0.9672222	0.973773	0.9741767	0.9176621	0.7682885	0.8390378	0.782935	1.022443	0.9079058	1.07836	0.9211538	0.6208497	1.332094	0.7501749	0.5836921	1.205585	0.9658024	1.090915	0.9063481	0.9944972	0.4135091	0.7358314	0.4613632	0.8273955	0.8815714	1.412656
"hsa_miR_4529_3p"	3.217314	3.970668	4.035973	4.285229	4.022249	4.437918	2.947082	3.821895	2.47421	4.027956	3.664923	4.626959	4.207471	2.100457	3.736674	3.423391	3.99474	2.385236	4.091049	3.081884	3.263935	2.795926	3.40315	3.612587	4.773006	2.478911	3.322459	3.570898	3.185081	3.759146	2.948991	4.643553	2.866663	2.390805	4.406754	4.36084	4.646228	3.930781	4.11977
"hsa_miR_4530"	8.960754	8.879211	8.669558	9.379213	9.965215	8.025014	10.36864	8.415591	7.241545	8.636906	9.361341	9.275814	9.597176	9.239483	9.620893	10.94999	9.894209	9.41481	8.642859	8.416055	9.268021	9.859156	8.478741	8.030312	8.878901	9.402382	9.626606	9.308552	9.725109	9.830234	8.862972	8.92863	8.350555	9.593936	10.18483	9.879404	9.416355	8.899862	8.835541
"hsa_miR_4531"	0.7899313	1.112992	0.9239755	0.7233673	0.6799489	0.910187	1.052918	0.8963425	1.003238	0.379697	0.8477498	0.9678074	0.9170913	0.7965012	0.7834747	0.7110745	1.0857	0.8989718	0.6945612	1.176211	0.8206227	1.007619	0.6484686	1.425483	0.8457861	0.8242877	0.6870118	1.081841	1.234298	1.243796	0.9806902	0.5736063	0.8466727	0.7054455	0.8504101	0.5934588	0.5118505	0.8501645	1.118724
"hsa_miR_4532"	7.737145	7.262744	6.93018	6.965189	7.881301	6.339192	6.684282	6.768352	6.680715	6.173358	7.37916	7.101515	7.39927	6.39555	7.07738	7.462339	6.704848	6.71557	8.510777	7.276932	6.680674	7.477761	6.921887	7.11348	6.70327	7.674278	7.113178	6.674613	7.42343	7.001137	6.982536	6.87288	6.607191	7.068059	7.687955	7.255338	7.115076	7.262074	6.991682
"hsa_miR_4533"	1.718078	1.374842	1.810418	1.471869	1.127169	1.597729	1.65327	1.620084	1.227536	1.223773	1.274531	1.911934	1.351945	1.318724	1.768787	1.351945	1.433603	2.032106	1.462697	1.192817	1.260513	1.42045	1.601688	1.529639	1.822219	1.40361	1.575346	1.487472	1.379404	1.588272	1.68206	0.9431521	1.274531	1.512774	1.377679	1.673944	1.49353	1.779328	1.502015
"hsa_miR_4534"	3.652885	3.00601	3.426831	2.662055	4.080489	2.998955	3.924814	5.060765	3.063435	3.163391	3.376386	3.419113	4.146431	2.930238	3.042671	4.139789	4.541732	3.847186	3.553224	3.719398	2.480714	2.12728	4.117436	2.459805	4.089065	4.427699	4.776799	2.429987	3.403229	3.661891	5.984319	3.404525	3.004162	3.106417	5.070528	3.962533	3.723237	4.192233	4.075613
"hsa_miR_378i"	7.537241	8.170908	7.804787	8.405848	8.115799	8.288231	8.30908	7.507925	8.747411	8.639706	7.557417	7.5322	7.006395	7.53877	8.297533	6.882859	7.501315	7.995251	7.601583	8.085346	8.411666	7.972089	7.840597	8.604865	7.600915	7.589403	7.968162	8.042869	8.193418	7.378257	8.814225	8.044621	8.641781	6.687994	5.998366	7.292674	8.014745	7.859389	7.425094
"hsa_miR_4535"	2.393046	0.9987805	1.078787	2.163368	1.821009	1.241927	1.338455	2.18383	1.314599	1.729086	1.212384	0.9606387	1.658548	1.158465	1.141588	2.093621	2.084525	1.122743	1.277308	2.520585	1.871999	0.8591642	2.358727	1.380121	1.449708	1.210752	2.09199	1.403941	1.484874	1.534912	1.960847	1.686659	2.755697	1.3654	2.666848	1.49721	1.260075	2.928753	1.522565
"hsa_miR_548am_5p"	0.8603117	1.11118	0.9379663	1.425483	1.193112	0.9748073	0.9775652	1.152217	0.8096572	1.226508	0.9945391	1.137655	0.6567441	0.7605447	0.9795392	0.8501915	0.7437066	0.591451	0.8606067	0.9177092	0.5181061	1.076548	0.9132485	0.5996671	1.096568	1.302466	0.8089737	0.9024111	0.632393	1.036533	0.7590301	0.7780225	0.9717526	0.9516674	0.8081156	0.863917	1.107143	0.8260145	0.8920404
"hsa_miR_548am_3p"	1.057333	0.7846601	0.7356009	0.6368235	0.7919676	0.7426238	1.042567	1.291673	0.8904514	1.062602	0.8690019	0.7963158	0.8247973	1.038119	0.8660806	0.9803085	0.7191167	0.8103794	0.7461315	0.7156172	0.4792947	1.399184	0.7277733	0.9876401	1.078878	0.891098	0.9945685	0.7191167	0.7073612	0.9524685	0.7264918	0.9119524	0.7919676	1.062495	0.8605638	0.7982103	0.7111431	0.9390486	0.6757023
"hsa_miR_1587"	5.596231	4.191393	4.751077	5.865142	5.719278	5.362074	6.809479	5.676872	4.758265	5.333687	5.150745	5.591342	6.605983	4.73492	4.716482	7.30403	5.666821	5.19507	6.892432	5.988311	4.651836	6.183125	4.549795	4.770277	5.504699	5.602185	5.486475	4.78091	6.977021	5.733582	5.895908	5.245565	5.129872	6.332377	5.987421	7.48067	6.044896	6.35127	5.077099
"hsa_miR_4536_5p"	1.114784	0.9582108	0.6470311	1.506136	0.9097785	0.9992673	0.970788	0.717268	1.200562	0.8845186	0.7562624	0.7137098	0.8196867	1.07642	0.9813509	1.142811	0.5976396	0.8848146	1.566888	1.096382	0.962747	1.241303	0.7277733	1.265102	1.094756	1.236426	1.245182	0.8687327	0.649471	0.51493	0.9928911	0.9340721	1.080311	0.9391291	0.6997883	0.6909385	1.057212	0.6370566	0.8765692
"hsa_miR_4536_3p"	1.008956	1.262386	1.33118	1.037756	1.204924	1.033974	1.348149	0.8771618	0.7677116	1.000744	1.194901	1.08353	1.000744	1.011668	0.9913509	1.050878	1.026972	1.02234	1.037756	0.929521	0.9156481	0.9467444	0.8817756	1.188482	1.077274	1.454114	1.23695	1.053359	1.088142	1.209466	0.7469132	1.742636	0.9608955	0.9516674	1.174323	1.7661	1.11786	0.6977053	1.043974
"hsa_miR_548an"	1.002464	1.056822	0.788636	1.287898	1.524093	1.087009	0.436915	1.098068	1.294846	1.007966	0.8326221	1.332612	0.5864847	1.371759	1.079962	1.27007	1.039505	1.620084	0.8686132	1.131618	0.8505056	1.100358	1.034885	0.7424544	1.193367	1.036284	1.082239	0.9286987	1.271253	0.9304833	1.487149	1.131395	0.9783776	1.139444	0.7020659	0.6100749	0.78803	0.9264369	0.6312466
"hsa_miR_4537"	0.8422997	0.8384342	0.6859227	0.9075295	0.6408442	0.792869	1.125015	0.8181885	0.7975688	0.9735263	0.9956062	0.7137098	0.8712639	0.913477	0.6284441	1.116974	1.004742	0.6859227	1.500925	0.6009867	0.7798427	0.8926454	1.040082	0.8302441	0.7761865	1.21509	0.7397407	0.5299469	0.5056309	0.8237529	0.6460324	0.8343069	0.8460735	0.8067753	0.9686081	1.199369	0.5101805	0.8630378	1.033974
"hsa_miR_4538"	1.481922	1.135444	0.7464547	2.007574	0.9729296	1.504304	0.8838002	1.802233	1.199618	1.139798	1.738746	1.330975	2.593679	1.394679	0.9254541	1.163799	1.337136	0.7197667	1.33603	0.5131294	0.6390179	1.132197	1.17728	1.025424	1.256555	1.254477	1.239541	1.254477	1.232633	0.8278262	1.261434	1.467489	1.135444	2.014684	1.152686	1.757936	1.847108	1.686694	2.244195
"hsa_miR_4539"	4.065737	3.724133	3.268836	3.562473	4.26496	2.117469	3.965719	4.252666	3.12403	2.291281	3.846649	2.548225	5.044608	4.116366	2.489863	4.893378	3.61393	2.953784	4.246803	3.448996	3.02289	3.062905	2.963417	3.207194	3.848737	2.406941	3.45348	2.771358	3.13682	3.398881	3.472753	3.393319	2.85959	4.908414	3.548277	4.74877	2.335171	3.552762	4.208255
"hsa_miR_4540"	0.8129245	0.8851689	0.6991957	0.8859223	0.8210142	0.8451822	1.076203	0.8493693	1.08403	1.040878	0.8237934	0.7910334	0.7693583	0.5086929	0.7924563	0.8854791	0.7926002	0.6913682	0.8597845	0.9968445	1.177842	1.087342	0.8279408	0.6145632	1.444261	0.603845	0.6178989	1.034436	1.054047	0.840995	1.068407	0.8189117	0.9915464	1.265659	0.8056492	0.6999202	1.040494	0.6724273	1.206084
"hsa_miR_3960"	12.7602	12.4867	12.38074	12.72773	12.72491	12.53619	12.51672	12.18998	11.697	12.23082	12.92294	13.30313	13.50968	12.70973	12.53337	13.81513	12.71181	12.83439	12.74544	12.33411	12.40349	12.04034	13.05615	12.02828	12.90736	12.94071	13.00151	12.05402	12.82392	12.65925	11.98116	12.7365	11.87511	13.42121	13.45893	13.44597	12.98978	13.13413	12.79096
"hsa_miR_3972"	0.9509563	1.279768	0.9819356	1.086035	1.146924	0.813449	1.178318	1.425483	1.012148	0.7546446	1.30701	1.014616	0.6875416	1.214131	0.6558155	1.099974	1.189466	1.419443	1.055238	0.7761866	1.118111	0.9487875	0.7277734	1.205481	0.9518294	0.6897158	0.699357	1.128801	1.071676	1.095791	1.13748	1.055609	0.7336448	1.046294	0.7589308	0.6429393	1.0289	1.105894	1.141466
"hsa_miR_3973"	0.9479566	0.855708	0.8040696	1.1031	0.8733179	0.8004487	0.8581748	1.068674	0.797175	0.8924915	1.043098	1.126245	0.981106	1.147032	0.8303289	0.797175	1.247013	0.7277734	0.7336145	0.5868239	1.057936	1.298927	0.8682043	1.164884	1.28479	0.9667679	1.277084	0.8884202	0.6879396	0.8233591	1.185881	1.228009	0.855708	0.9258358	1.154323	1.099629	1.194914	0.3673986	1.033974
"hsa_miR_3974"	1.53848	1.274558	1.132577	0.6263622	1.425483	1.033974	0.956228	0.8820258	1.04737	1.423051	1.00897	1.429027	0.8127131	1.269095	1.434114	0.8082385	0.9860519	0.919521	0.9430311	1.099106	0.98901	0.855108	0.8749466	0.7554384	0.9847879	1.179896	0.9119625	1.352529	1.016447	0.839031	0.9119625	0.9866439	0.9639481	0.9847879	1.163506	0.9299362	0.8980207	0.924091	0.8902286
"hsa_miR_3975"	0.57322	0.8723113	0.9239755	0.7198754	0.810449	1.211197	0.6796154	0.8590719	0.8466726	0.6934122	1.175508	0.9160806	0.5011408	0.9177019	2.253438	0.5708445	1.056136	1.086788	0.8097399	0.919521	1.039843	1.07836	0.7659284	0.6035197	0.7869779	0.8242877	0.7685441	0.8515444	0.771705	0.8304298	0.8260629	1.15146	0.5292107	0.8657678	0.9716108	1.066518	1.094963	0.529547	0.7869779
"hsa_miR_3976"	0.7129854	1.182458	1.071547	0.8769406	1.172296	1.103439	0.8665013	1.513902	1.06977	0.8993311	0.8800904	1.391268	1.263136	1.38819	1.050817	1.099534	0.6973928	0.9616892	0.9350352	0.8435479	1.177842	1.017744	1.147826	1.113844	1.018783	1.034321	1.263136	0.9768397	1.040878	1.189465	1.000382	0.6149409	0.9843036	1.021133	0.8403382	1.017744	1.10944	1.233064	0.9596943
"hsa_miR_3977"	0.8602197	0.7660657	0.5729251	0.8220116	0.6487678	0.6679415	0.9422638	0.6478736	0.9037492	0.6600178	0.8384516	1.582114	0.8485987	0.8358753	0.9892745	1.087094	0.863917	0.7585424	1.099097	0.3595729	0.8844665	1.086284	0.8573314	0.8644459	1.041146	0.7563744	1.040459	0.5577739	0.8631079	1.040781	0.9198861	0.8484489	1.318724	0.8740656	0.6374722	0.6491588	0.6391377	0.7860465	1.314084
"hsa_miR_3978"	0.9989555	0.9447224	1.625794	1.055238	0.9876756	0.7327255	1.110729	1.19585	1.390129	1.538295	1.088774	1.277473	1.02074	1.297298	1.165835	1.040878	1.016972	1.110175	0.5583366	1.079278	1.068773	1.262666	1.43902	1.310251	1.280523	1.521724	1.595088	1.649441	1.152674	1.551481	0.9119624	1.467391	1.171842	1.582733	1.330128	1.250824	1.48426	1.02074	1.32414
"hsa_miR_4632_5p"	7.122354	6.46563	6.462183	7.085704	6.856752	6.573606	6.60819	6.627406	6.501553	6.418279	6.982859	7.392001	7.819975	5.855312	6.485218	8.03466	6.354557	6.94588	6.600368	6.728737	6.143843	6.437125	6.764614	6.27677	6.381106	7.370284	6.870986	5.968972	7.547182	6.701341	6.030131	6.842333	6.4477	6.910593	8.048	7.149068	6.835339	6.793781	6.553242
"hsa_miR_4632_3p"	1.337236	1.120349	0.9719743	1.010908	1.381152	0.7317472	1.283819	1.381152	1.801439	1.382512	0.7189582	1.318821	1.618599	0.796216	0.8481035	0.9236169	1.189465	1.51563	1.723897	0.9057301	1.081601	1.483819	1.641366	1.056793	1.480666	1.113608	1.527326	1.13547	1.175674	1.001164	1.353786	1.167529	0.9783775	2.025476	1.218952	1.066518	0.8912433	0.6429532	1.244221
"hsa_miR_4633_5p"	0.6671855	0.9885602	0.7484571	0.6020041	0.9164191	0.9082577	0.8799026	0.77236	1.089727	0.956133	2.196742	0.6229259	0.9164462	0.913477	1.07433	0.9291796	0.7963284	0.919521	0.8164477	0.9915782	0.983035	1.177296	1.07836	1.395314	0.9165271	1.023725	0.8817945	0.8582522	0.9178903	0.7818637	0.7870612	0.710249	0.906781	1.16298	0.8763031	0.8299801	1.399515	0.7976582	0.9030847
"hsa_miR_4633_3p"	1.09322	1.499773	0.6476689	1.234863	1.033804	1.31852	0.7920828	1.532151	1.451504	1.074841	1.047289	1.198023	0.7856873	0.9380576	0.9908149	0.8487707	1.222361	0.9380576	1.405888	1.210334	1.589235	1.410842	1.528379	1.092392	1.196857	1.108834	1.432774	0.9819393	0.9973581	1.394124	1.339784	1.47132	1.031978	1.169146	1.354008	1.036595	1.189581	1.200006	1.174775
"hsa_miR_4634"	5.796376	4.806098	3.974352	4.907958	4.115324	4.554699	4.662055	4.5961	4.56031	3.953462	5.947178	6.814047	5.842687	5.714682	5.598584	4.757547	4.985483	5.415043	4.552984	5.13901	3.527665	4.805024	4.869562	4.62001	3.964581	4.535989	5.748111	4.730147	4.621235	4.160222	4.05419	4.958812	3.974875	4.957849	4.791714	6.357474	4.80674	5.090077	4.848094
"hsa_miR_4635"	0.9406028	0.6650965	1.020305	0.7627174	1.008944	1.127348	0.9258373	1.36713	0.8156255	1.208595	0.8870999	0.8070838	0.8406751	1.260372	0.7251219	0.8362006	0.8055642	0.8283887	0.5808675	0.7839667	1.238747	0.7630284	1.020007	1.395515	0.8375007	0.8070838	0.5463774	0.6249384	1.120605	0.9212002	0.6190467	0.9301634	1.499773	0.9516674	1.23405	1.360322	1.076899	1.237526	0.7761866
"hsa_miR_4636"	0.7187279	0.926588	0.9039801	0.909312	1.033744	0.5187446	0.7455265	0.6916341	0.6893241	0.6947494	1.033744	1.040794	0.8090522	1.246504	0.9542646	1.220986	0.8964971	0.7735952	0.7634203	0.8924347	1.183953	0.9324343	0.9554759	0.7336071	0.7491002	0.7972013	0.926132	0.9210003	0.9050342	0.7524335	0.7870612	0.8586057	1.351305	0.9200445	0.961048	1.199101	1.304602	1.173135	0.8586057
"hsa_miR_4637"	0.9989556	1.006855	0.8031385	1.055238	0.8398541	1.03521	0.8900608	1.096078	0.8078455	1.158647	0.8928628	0.7982445	1.153075	0.9267833	0.7834747	1.03521	1.101507	0.8112197	0.6624886	1.02194	1.329879	1.208276	1.501652	0.9050342	0.6047302	0.9127197	0.9119625	0.6912946	0.9325767	0.5887989	0.6543294	0.5890917	1.006855	1.16298	1.366919	0.8522863	1.260075	0.7328281	0.9751965
"hsa_miR_4638_5p"	2.48979	1.013581	2.073793	2.103718	1.484798	1.484757	1.49012	2.308667	2.085538	1.186265	1.846146	2.027613	1.618098	1.211408	1.464985	1.521458	1.479609	1.211408	1.589137	1.259821	1.046437	1.793687	1.211408	2.022084	1.221196	1.175431	1.971949	1.374582	2.01387	1.734548	1.582247	2.11606	1.503474	1.256767	1.52889	1.630495	1.031474	0.9043347	1.069352
"hsa_miR_4638_3p"	1.154323	0.9654818	0.8267699	1.425483	1.1588	1.125568	1.778202	0.8049269	1.146307	0.7516122	1.631433	1.26779	1.339667	1.224187	1.28106	1.32255	1.052596	0.824984	1.260075	1.207664	1.235342	1.07836	1.119791	0.5371006	1.198199	0.7137098	0.8493472	0.9800147	1.891585	1.276776	1.382108	1.190253	1.136014	1.254574	1.648591	1.424584	1.905824	1.32757	1.021911
"hsa_miR_4639_5p"	0.7523475	1.320673	0.9679178	0.9658394	1.015824	1.033974	0.5673457	1.042442	0.9445639	1.057625	0.9117658	0.8040558	0.8617782	0.7466067	1.100067	0.8550339	1.010366	0.8100997	0.8466157	0.8301226	1.220458	0.8629855	0.7859823	1.14752	0.6867882	0.6485022	0.6486726	0.7413353	0.6927699	0.8717686	0.7870612	0.4171002	0.8889793	0.7725676	0.7816823	1.110461	0.716422	0.9153571	1.45087
"hsa_miR_4639_3p"	0.6565804	0.6442835	0.9284773	0.8769407	0.7730117	0.99914	0.9841901	0.8362006	0.658995	0.5079856	0.6385951	0.7137098	0.8406751	0.7300243	0.582121	0.6615369	0.6973929	1.08883	0.8308815	0.7806884	0.8687322	0.8586626	0.7120391	0.6894194	0.761771	0.6788761	0.9142134	0.8726859	0.8702005	0.8120919	1.039503	1.080611	0.7921112	0.7809793	0.7864751	1.066518	1.48426	0.6410098	1.033974
"hsa_miR_4640_5p"	3.319581	2.624093	3.181871	2.047647	3.321156	1.941765	3.634651	3.315643	3.17485	3.62164	1.747532	2.212579	4.020987	2.778022	3.258785	4.114654	2.211019	2.75556	4.296496	3.015389	2.098436	2.880877	3.672035	3.960924	2.744361	3.369887	2.773698	2.99308	3.820199	2.229191	3.756948	3.417793	2.304327	3.560086	3.854986	4.255281	3.034575	3.663458	2.701749
"hsa_miR_4640_3p"	1.986813	1.903587	1.448652	1.42588	1.235669	1.958709	2.488447	1.620084	1.493537	1.475751	0.8113502	1.142798	1.801377	2.076266	1.511453	2.460306	1.398268	0.7539011	2.02531	1.294446	1.91557	1.665611	1.451552	0.8982224	0.7267132	0.9516673	1.807689	1.997494	1.313886	1.625416	2.58296	1.532822	1.309959	1.771033	0.964509	1.077134	1.48426	1.499446	2.229191
"hsa_miR_4641"	0.8870358	1.717463	1.125078	1.439183	0.7854034	1.257752	0.8402753	1.209067	1.242834	1.044034	1.040597	1.332612	1.067172	1.137824	1.008075	0.8383026	0.7353545	0.9589542	0.8323234	0.7386202	0.9549274	1.055918	0.6763433	0.8709778	0.9138553	1.005846	0.797186	0.8789514	0.9050342	1.045551	0.9625649	1.117793	1.112496	0.7761865	0.9877721	1.045475	1.116332	1.056092	1.138568
"hsa_miR_4642"	0.7965314	0.6912024	1.184787	1.084304	1.038431	1.139488	1.672437	0.8657703	1.012535	0.8022197	0.9528266	1.364872	1.028492	0.8934113	0.6502668	0.8734673	1.023623	0.7863131	0.8788763	0.6429785	0.5432882	1.096997	1.82166	1.014312	1.622868	1.421785	0.7950195	0.9206809	1.212335	0.8600868	1.055238	1.276143	0.840106	0.8134533	0.9347422	0.6909385	0.7206039	0.656744	0.8461689
"hsa_miR_4643"	1.176369	0.8083915	0.6471927	1.003518	0.9494448	0.6305716	0.6706235	0.5293665	0.8078454	1.266948	0.6608052	0.6320415	0.5231869	0.8805729	1.189465	0.78064	0.8121977	1.043417	1.003518	0.7876652	0.9865612	0.8024414	0.8475384	0.8298916	0.7068248	1.104467	1.109823	1.172936	0.9099401	0.8513446	0.8810075	0.7316827	1.083219	0.8198116	0.8291922	1.014799	0.7575297	1.050187	0.7583728
"hsa_miR_4644"	1.230515	1.090416	1.500161	1.615707	1.036968	1.480666	1.544659	1.569056	1.30252	1.590966	1.786249	1.486216	1.611452	2.12349	1.684796	1.218768	1.730299	1.322879	1.217213	1.683184	1.58056	1.331664	1.638829	1.265605	1.683397	0.7643015	1.332921	1.880693	1.346755	2.04571	1.66293	1.14091	1.569406	1.777366	1.632857	1.517629	1.360586	1.998293	2.031653
"hsa_miR_4645_5p"	1.008624	0.7570953	0.9336441	0.6107037	0.7570953	1.161383	0.6369089	1.338793	1.072914	0.9563855	0.6143405	1.126144	1.370214	0.5105621	0.9910195	0.6540544	0.863917	0.4943479	1.170948	1.065319	0.8844665	0.9763024	0.901738	0.9746743	1.074921	0.7137098	1.062404	0.8980889	1.443546	1.138715	1.17738	0.7070615	1.267974	0.6003357	1.076758	0.4951745	1.199041	0.8374949	0.8983283
"hsa_miR_4645_3p"	1.007494	1.244467	1.313261	1.382045	1.160591	1.226843	1.139448	0.7331617	0.8078454	1.466311	0.9677023	1.115592	0.6567441	0.8922474	0.9813509	0.9828252	1.023344	0.8614682	0.9038522	1.082608	1.325024	1.07836	0.7277734	1.082661	1.075954	1.074167	1.059145	0.8445754	0.9647714	1.336648	1.434114	0.75713	0.9672721	0.9435955	1.333457	0.9211534	0.9472989	1.191934	0.8321758
"hsa_miR_4646_5p"	1.369319	1.770523	2.335131	2.612815	4.089758	1.166163	4.692948	1.881146	3.078449	1.813887	1.945756	1.332612	3.291501	3.430792	1.020791	2.631183	3.385581	1.191511	1.709813	2.467994	1.755388	2.208729	2.959576	5.100482	3.535353	2.842385	2.867451	2.041918	3.400806	2.229191	4.095576	1.552665	3.991657	1.844734	3.055318	3.196573	2.412704	0.8385487	1.838723
"hsa_miR_4646_3p"	1.16597	1.245224	1.366577	0.9685181	1.605634	1.042408	0.9958367	1.437129	1.066368	0.8662252	1.303961	1.118927	0.8582003	1.313988	1.072928	1.33965	1.13217	1.118927	1.052823	1.245224	1.431982	1.57964	0.7859482	1.014053	1.094756	1.247481	1.277084	0.8797882	1.040878	1.281043	1.066885	0.9036003	0.9697455	1.105684	0.9726948	1.582496	0.7428209	1.191374	1.096436
"hsa_miR_4647"	1.236855	0.9582109	1.399296	2.078859	1.001164	1.271873	1.566049	1.079197	1.465749	1.292654	1.045993	0.7353476	0.8772342	1.164972	1.478944	1.087976	1.268748	1.495318	2.329889	0.9379401	1.061801	1.13034	1.434114	0.9693909	1.027962	0.9523696	0.7483187	1.29162	1.713455	1.053144	1.4848	1.121146	1.188855	1.220297	1.23705	1.137079	1.076899	1.244836	1.605121
"hsa_miR_4648"	0.7956449	0.9897971	0.8607036	0.5299469	1.14248	1.086997	0.8078454	1.450865	0.6883303	0.9108137	0.836007	1.319566	0.90754	1.031908	1.006733	1.06626	0.8190838	0.5766842	1.097412	1.106357	0.9594972	1.07836	1.147298	1.412436	1.167323	1.397429	1.162758	0.8857318	1.058641	1.176419	0.6544967	1.125342	0.6706042	0.9419554	1.34604	0.6909385	0.8317026	1.004755	0.8902286
"hsa_miR_4649_5p"	6.529037	6.995777	5.796746	6.350662	6.52196	7.267421	6.90543	6.796235	5.944855	6.548441	6.216717	6.917274	6.556513	6.224618	5.995356	7.158726	5.957582	5.340011	6.818854	6.668827	5.740564	5.916567	6.871243	6.754638	6.688183	6.293154	7.485362	5.205357	6.377584	6.744195	6.650243	7.409324	5.968178	5.842402	6.813624	6.183151	6.280743	6.145844	5.607462
"hsa_miR_4649_3p"	1.318962	1.664412	1.159646	1.023195	0.8078454	1.248073	1.148829	2.190028	1.30252	1.664412	0.8499498	0.7018092	1.451262	1.112992	1.189465	1.668116	1.056297	1.123664	2.044423	1.280709	1.093819	1.627597	1.063897	1.189422	1.28479	1.641366	1.462697	1.243596	2.072526	1.228791	1.912983	1.660363	1.35805	1.184861	1.632857	1.066518	1.492796	1.169394	1.189465
"hsa_miR_4650_5p"	0.8011047	0.9582109	0.9894791	0.9424443	0.5483881	1.057872	0.9143288	0.7945015	0.5571061	0.5717353	0.8106247	0.723276	1.014881	0.7323625	0.6633589	0.6459996	0.7656444	1.106785	0.8049167	0.6863295	0.5187035	1.146612	0.6798108	1.087284	1.432704	1.150491	0.8702635	0.8846574	0.8697051	0.6829283	0.7004457	0.888159	0.930415	0.8444381	0.6661068	0.5865906	0.8437077	0.9630563	0.7063479
"hsa_miR_4650_3p"	1.256589	1.7136	1.181994	1.233511	1.195877	1.248073	0.6553924	1.40378	0.8078454	1.040878	0.9834422	1.122312	0.8406751	0.9092023	1.090527	1.150054	1.189465	0.9017667	1.256212	0.7101624	0.8801919	0.8514574	1.250439	1.146169	0.7775477	0.9503157	0.9524661	1.243659	0.8337313	0.8426279	0.9464364	0.8888769	1.151195	1.158705	1.263499	1.236126	1.099748	0.8790762	0.9490041
"hsa_miR_4651"	8.607425	9.584056	7.49677	8.317734	9.249813	7.65752	7.893552	7.462617	7.784432	7.431519	9.132538	9.118472	9.00696	8.28695	8.589124	9.241333	8.033791	8.419917	9.378578	8.90688	7.313693	7.868565	7.564154	8.469957	7.623201	8.121835	8.982134	7.425678	9.042928	7.929356	7.057491	8.333611	7.346015	8.334071	8.722692	8.555451	8.525298	8.262174	8.027421
